location,item,UPC,Quantity
TG,100-S5TZP-S4406M-GLDPR-2X,672178114508,2
TG,100-S5TZP-S4406M-SNGRA-L,197223948513,1
TG,100-S5TZP-S4406M-ULTMA-1X,197223948636,1
TG,100-S5TZP-S4406M-ULTMA-XXS,197223948575,3
TG,100-S5TZP-T6318M-ALPNE-XXS,197223966456,13
TG,100-S5TZP-T6344M-COCOA-XL,197223906414,1
TG,100-S5TZP-T6366M-SEAFM-XXS,197223977728,12
TG,100-S5ULO-P4850P-ECLPS-PP,197223861782,1
TG,100-S5ULO-S4290M-BLACK-1X,197223798057,1
TG,100-S5WZK-J5757M-GRYST-3X,197223873884,1
TG,100-S5WZK-J5757M-GRYST-S,197223873822,1
TG,100-S5WZK-J5788M-WHEAT-M,197223799009,1
TG,100-S5WZK-P4366M-ECLPS-XXS,197223799078,10
TG,100-S5WZK-P4832P-WHEAT-PL,197223825845,1
TG,100-S5WZK-P4832P-WHEAT-PM,197223825838,1
TG,100-S5WZK-P4832P-WHEAT-PS,197223825821,1
TG,100-S5XER-P4861M-WHITE-S,672178284317,1
TG,100-S5XER-P4861M-WHITE-XL,672178284515,2
TG,100-S5XJU-T6189M-BLACK-3X,197223880202,2
TG,100-S5XJU-T6189M-BLACK-M,197223880158,1
TG,100-S5XJU-T6189M-BLACK-XS,197223880134,5
TG,100-S5XJU-T6189M-BLACK-XXS,197223880127,7
TG,100-S5XJU-T6189M-INK-3X,197223880400,2
TG,100-S5XJU-T6189M-INK-S,197223880349,41
TG,100-S5XJU-T6189M-INK-XS,197223880332,23
TG,100-S5XJU-T6189M-INK-XXS,197223880325,5
TG,100-S5XJU-T6189M-WHITE-3X,197223880509,3
TG,100-S5XJU-T6189M-WHITE-XXS,197223880424,8
TG,100-S5XJU-U4395M-BLBRD-M,672178118414,18
TG,100-S5XJU-U4395M-BLBRD-S,672178118377,5
TG,100-S5XJU-U4395M-BLBRD-XS,672178118322,14
TG,100-S5XJU-U4395M-BLBRD-XXS,672178118278,15
TG,100-S5XJU-U4395M-BLFLW-XS,672178118803,7
TG,100-S5XJU-U4395M-BLFLW-XXS,672178118759,5
TG,100-S5XJU-U4395M-CRMSN-XS,197223881230,12
TG,100-S5XJU-U4395M-CRMSN-XXS,197223881223,5
TG,100-S5XJU-U4395M-INK-XS,197223881537,5
TG,100-S5XJU-U4395M-PLSKY-M,672178119985,9
TG,100-S5XJU-U4395M-PLSKY-S,672178119930,3
TG,100-S5XJU-U4395M-PLSKY-XL,672178120073,1
TG,100-S5XJU-U4395M-PLSKY-XXS,672178119794,2
TG,100-S5XJU-U4395M-TWIG-XXS,197223882022,1
TG,100-S5XJU-U4395M-ULTMA-M,672178120431,27
TG,100-S5XJU-U4395M-ULTMA-S,672178120417,22
TG,100-S5XJU-U4395M-ULTMA-XL,672178120479,12
TG,100-S5XJU-U4395M-ULTMA-XS,672178120370,24
TG,100-S5XJU-U4395M-ULTMA-XXS,672178120325,14
TG,100-S5XJU-U4395M-WHITE-2X,197223882190,1
TG,100-S5YCA-T6356M-CHALK-1X,672178255805,38
TG,100-S5YCA-T6356M-CHALK-2X,672178255850,22
TG,100-S5YCA-T6356M-CHALK-3X,672178255898,19
TG,100-S5YCA-T6356M-CHALK-L,672178255713,20
TG,100-S5YCA-T6356M-CHALK-XL,672178255782,37
TG,100-S5YCC-D5375M-BLKWH-XS,197223951285,1
TG,100-S5YCC-D5375M-WHTBL-1X,197223951438,5
TG,100-S5YCC-D5375M-WHTBL-2X,197223951445,6
TG,100-S5YCC-D5375M-WHTBL-3X,197223951452,7
TG,100-S5YCC-D5375M-WHTBL-S,197223951391,4
TG,100-S5YCC-T6031M-BLKWH-3X,672178122640,1
TG,100-S5YCC-T6031M-BLKWH-M,672178122367,1
TG,100-S5YCC-T6031M-BLKWH-XL,672178122473,1
TG,100-S5YCC-T6064M-BLKWH-1X,197223850847,1
TG,100-S5YCC-T6064M-OCEAN-2X,672178123739,12
TG,100-S5YCC-T6064M-OCEAN-3X,672178123791,9
TG,100-S5YCC-T6064M-OCEAN-XL,672178123579,4
TG,100-S5YCD-D5161M-BLKWH-2X,672178125498,6
TG,100-S5YCD-D5161M-BLKWH-XL,672178125450,2
TG,100-S5YCD-P4855M-BLKWH-3X,197223951858,5
TG,100-S5YCD-P4855M-BLKWH-S,197223951797,1
TG,100-S5YCD-P4855M-BLKWH-XL,197223951827,6
TG,100-S5YCP-D5161M-SNGRA-M,672178343694,1
TG,100-S5YCW-T6064M-ULTMA-2X,672178179187,5
TG,100-S5YCW-T6064M-ULTMA-3X,672178179330,6
TG,100-S5YCW-T6356M-INK-1X,672178421132,19
TG,100-S5YCW-T6356M-INK-2X,672178421187,10
TG,100-S5YCW-T6356M-INK-3X,672178421231,13
TG,100-S6KRS-T6539M-ARYBL-XS,198895202347,1
TF,100-AAAU-C1850M-BARK-L,190428977555,1
TF,100-AACB-W5761M-NATRL-XS,193481258234,1
TF,100-AACD-W5762M-NATRL-S/M,193481260657,1
TF,100-AACU-W5806M-BLACK-XL,193481280495,1
TF,100-F2TK-P4655M-BLACK-XXS,196124454482,1
TF,100-F3TLM-P0696M-CHAR-XXS,197223227489,2
TF,100-F4AJH-P4797M-SEAWD-1X,197223474715,1
TF,100-F4AJH-P4797M-SEAWD-S,197223474678,1
TF,100-F4AJH-T6086M-DPADR-2X,197223645900,1
TF,100-F4AJH-T6086M-DPADR-XL,197223645887,1
TF,100-F4AJH-T6086M-DPADR-XS,197223645849,2
TF,100-F4AJH-T6109M-AZALA-M,197223650515,1
TF,100-F4AJH-T6210M-SEAWD-XXS,197223475057,1
TF,100-F4AJH-T6210M-WHITE-S,197223475170,1
TF,100-F4AJH-T6217M-WHITE-1X,197223533085,25
TF,100-F4AJH-T6217M-WHITE-3X,197223533108,9
TF,100-F4AJH-T6217M-WHITE-XXS,197223533023,23
TF,100-F4AKR-C2139M-AZALA-1X,197223571360,1
TF,100-F4AKR-C2139M-REED-1X,197223632993,1
TF,100-F4AKR-C2149M-BLACK-2X,197223571575,1
TF,100-F4AKR-C2149M-DPADR-S,197223571629,1
TF,100-F4BBO-W6203M-BISCU-XXS,197223762713,2
TF,100-F4BDE-P4679M-BLACK-L,197223572701,1
TF,100-F4BDE-P4679M-BLACK-XL,197223572718,5
TF,100-F4BDE-P4679P-BLACK-PL,197223664857,1
TF,100-F4BFL-T6175M-BLACK-L,197223572947,2
TF,100-F4BFL-T6175M-BLACK-M,197223572930,2
TF,100-F4BFL-T6175M-BLACK-XS,197223572916,1
TF,100-F4BFL-T6175M-DPADR-3X,197223573180,2
TF,100-F4BFL-T6175M-WREN-1X,197223573364,2
TF,100-F4BFL-T6175M-WREN-2X,197223573371,1
TF,100-F4BFL-T6175M-WREN-M,197223573333,1
TF,100-F4BFL-T6175M-WREN-XS,197223573319,1
TF,100-F4BFL-T6176M-BLACK-S,197223573425,1
TF,100-F4BOB-P4698M-BLACK-1X,197223648000,1
TF,100-F4BOB-P4812M-BLACK-L,197223577041,2
TF,100-F4BOB-P4812M-BLACK-M,197223577034,1
TF,100-F4BOB-P4812M-BLACK-XS,197223577010,1
TF,100-F4BOB-P4812M-CHALK-3X,197223577188,2
TF,100-F4BOB-P4812M-CHALK-XS,197223577119,2
TF,100-F4BOB-P4812M-DOVE-1X,197223577263,1
TF,100-F4BOB-P4812M-DOVE-S,197223577225,2
TF,100-F4BOB-P4812P-CHALK-PL,197223665601,1
TF,100-F4BOB-P4812P-CHALK-PP,197223665571,2
TF,100-F4BOB-S4290M-BLACK-L,197223577348,1
TF,100-F4BWC-C2201M-BLACK-1X,197223648307,2
TF,100-F4BWC-C2201M-BLACK-3X,197223648321,2
TF,100-F4BWC-C2201M-BLACK-XS,197223648253,1
TF,100-F4BWC-C2201M-SCALT-1X,197223648604,2
TF,100-F4BWC-C2201M-SCALT-2X,197223648611,2
TF,100-F4BWC-C2201M-SCALT-XL,197223648598,2
TF,100-F4BWC-J5751M-DOVE-L,197223577980,1
TF,100-F4BWC-J5751M-DOVE-M,197223577973,1
TF,100-F4BWC-J5765M-CHAR-L,197223699804,1
TF,100-F4BWC-J5765M-CHAR-M,197223699798,1
TF,100-F4BWC-J5765M-CHAR-XXS,197223699767,1
TF,100-F4BWC-J5765M-GDLEF-1X,197223578505,1
TF,100-F4BWC-J5765M-SCALT-3X,197223578628,2
TF,100-F4BWC-J5765M-SCALT-L,197223578581,2
TF,100-F4BWC-J5765M-SCALT-XL,197223578598,1
TF,100-F4BWC-V1254M-DOVE-M,197223534754,1
TF,100-F4BWC-V1319M-CHAR-M,197223578871,3
TF,100-F4BWC-V1319M-DOVE-1X,197223579007,1
TF,100-F4BWC-V1319M-DOVE-3X,197223579021,1
TF,100-F4BWC-V1319M-DOVE-M,197223578970,3
TF,100-F4BWN-T6078M-ALPNE-XS,197223706465,1
TF,100-F4CIK-C2143M-CHAR-XS,197223579199,1
TF,100-F4CQV-K5419M-DOVE-1X,197223580799,1
TF,100-F4CQV-W6094M-DOVE-XL,197223640370,25
TF,100-F4CYP-N1486M-BISCU-L/XL,197223722557,14
TF,100-F4CYP-N1486M-BISCU-S/M,197223722540,73
TF,100-F4CYS-T6196M-DPADR-1X,197223634492,25
TF,100-F4CYS-T6196M-DPADR-L,197223634478,33
TF,100-F4CYS-T6196M-DPADR-M,197223634461,24
TF,100-F4CYS-T6196M-DPADR-S,197223634454,39
TF,100-F4CYS-T6196M-DPADR-XL,197223634485,24
TF,100-F4CYS-T6196M-DPADR-XS,197223634447,24
TF,100-F4CYS-T6196M-DPADR-XXS,197223634430,24
TF,100-F4DSE-D5325P-BLACK-PS,197223676188,3
TF,100-F4DSE-P4787M-BLACK-L,197223583554,2
TF,100-F4DSE-P4787M-BLACK-XL,197223583561,1
TF,100-F4DSE-P4787M-WREN-L,197223676263,1
TF,100-F4DSE-T6261M-BLACK-L,197223584254,1
TF,100-F4FTE-T5685M-CSCDE-S,197223530145,1
TF,100-F4FTE-T6235M-AZALA-2X,197223585824,1
TF,100-F4FTE-T6260M-BLACK-2X,197223586623,2
TF,100-F4FTE-T6260M-BLACK-L,197223586593,3
TF,100-F4FTE-T6262M-DPADR-2X,197223587026,1
TF,100-F4FTJ-M1024P-BLACK-PL,197223490098,1
TF,100-F4FTJ-P4580M-BLACK-XS,197223498599,1
TF,100-F4FTJ-S4394M-BLACK-3X,197223477372,2
TF,100-F4FTJ-S4394M-BLACK-L,197223477334,2
TF,100-F4FTJ-S4394M-BLACK-M,197223477327,1
TF,100-F4FTJ-S4394M-BLACK-S,197223477310,1
TF,100-F4FVF-W5858M-SEAFM-L,197223737674,1
TF,100-F4FYW-P4561M-REDWD-2X,197223536598,2
TF,100-F4FYW-P4561M-REDWD-L,197223536567,1
TF,100-F4FYW-P4561M-REDWD-M,197223536550,1
TF,100-F4FYW-P4561M-REDWD-XL,197223536574,1
TF,100-F4FYW-P4597M-WREN-3X,197223588993,1
TF,100-F4FYW-P4597M-WREN-M,197223588948,2
TF,100-F4FYW-P4597M-WREN-XS,197223588924,1
TF,100-F4FYW-P4825M-BISCU-L,197223724278,1
TF,100-F4FYW-T6241M-BISCU-3X,197223761358,4
TF,100-F4FYW-T6241M-INK-3X,197223761556,1
TF,100-F4FYW-T6241M-RDPOY-3X,197223717362,3
TF,100-F4FYW-T6241M-RDPOY-XL,197223717331,2
TF,100-F4FYW-T6241M-RDPOY-XS,197223717294,1
TF,100-F4FYW-T6244M-BLACK-L,197223590156,1
TF,100-F4FYW-T6244M-WREN-M,197223590545,1
TF,100-F4GBA-P4803M-CSCDE-XXS,197223477990,1
TF,100-F4GC1-D5130M-IVY-XS,197223669043,1
TF,100-F4GC1-D5315M-HLTRP-XS,197223591924,73
TF,100-F4GC1-D5315M-HLTRP-XXS,197223591917,47
TF,100-F4GC1-D5315P-AZALA-PL,197223640493,70
TF,100-F4GC1-D5315P-AZALA-PM,197223640486,96
TF,100-F4GC1-D5315P-AZALA-PP,197223640462,53
TF,100-F4GC1-D5315P-AZALA-PS,197223640479,101
TF,100-F4GC1-D5315P-HLTRP-PL,197223640592,64
TF,100-F4GC1-D5315P-HLTRP-PM,197223640585,84
TF,100-F4GC1-D5315P-HLTRP-PP,197223640561,41
TF,100-F4GC1-D5315P-HLTRP-PS,197223640578,91
TF,100-F4GC1-P4698M-BLACK-3X,197223538608,1
TF,100-F4GC1-P4698M-DPADR-3X,197223645016,1
TF,100-F4GC1-P4716M-FIR-3X,197223715528,7
TF,100-F4GC1-P4716M-FIR-L,197223715481,31
TF,100-F4GC1-P4716M-FIR-M,197223715474,28
TF,100-F4GC1-P4716M-FIR-S,197223715467,20
TF,100-F4GC1-P4716M-FIR-XL,197223715498,21
TF,100-F4GC1-P4716M-FIR-XS,197223715450,16
TF,100-F4GC1-P4716P-FIR-PL,197223669364,8
TF,100-F4GC1-P4716P-FIR-PM,197223669357,7
TF,100-F4GC1-P4716P-FIR-PP,197223669333,3
TF,100-F4GC1-P4716P-FIR-PS,197223669340,3
TF,100-F4GC1-T5775M-VILET-1X,197223539285,1
TF,100-F4GC1-T5775M-VILET-2X,197223539292,1
TF,100-F4GC1-T5775M-VILET-3X,197223539308,1
TF,100-F4GC1-T5775M-VILET-L,197223539261,1
TF,100-F4GC1-T5775M-VILET-M,197223539254,2
TF,100-F4GC1-T5775M-VILET-S,197223539247,1
TF,100-F4GC1-T5775M-VILET-XL,197223539278,1
TF,100-F4GC1-T5775M-VILET-XS,197223539230,1
TF,100-F4GC1-T5927M-HLTRP-3X,197223562962,7
TF,100-F4GC1-T6031M-AZALA-1X,197223593072,9
TF,100-F4GC1-T6031M-AZALA-2X,197223593089,14
TF,100-F4GC1-T6031M-AZALA-3X,197223593096,22
TF,100-F4GC1-T6031M-AZALA-XL,197223593065,14
TF,100-F4GC1-T6031M-BLACK-1X,197223593171,10
TF,100-F4GC1-T6031M-BLACK-2X,197223593188,4
TF,100-F4GC1-T6031M-BLACK-3X,197223593195,1
TF,100-F4GC1-T6031M-BLACK-XL,197223593164,4
TF,100-F4GC1-T6086M-FROST-1X,197223684947,4
TF,100-F4GC1-T6086M-FROST-L,197223684923,3
TF,100-F4GC1-T6086M-FROST-M,197223684916,42
TF,100-F4GC1-T6086M-FROST-S,197223684909,27
TF,100-F4GC1-T6086M-FROST-XL,197223684930,2
TF,100-F4GC1-T6086M-FROST-XS,197223684893,20
TF,100-F4GC1-T6086M-FROST-XXS,197223684886,10
TF,100-F4GC1-T6086M-IVORY-S,197223593737,1
TF,100-F4GC1-T6108M-BRBLM-XS,197223539582,6
TF,100-F4GC1-T6108M-BRBLM-XXS,197223539575,7
TF,100-F4GC1-T6108M-DLFNA-M,197223669760,1
TF,100-F4GC1-T6108M-DLFNA-XS,197223669746,22
TF,100-F4GC1-T6108M-DLFNA-XXS,197223669739,5
TF,100-F4GC1-T6108M-FROST-S,197223593935,1
TF,100-F4GC1-T6108P-DLFNA-PL,197223669913,13
TF,100-F4GC1-T6108P-DLFNA-PM,197223669906,23
TF,100-F4GC1-T6108P-DLFNA-PP,197223669883,7
TF,100-F4GC1-T6108P-DLFNA-PS,197223669890,30
TF,100-F4GC1-T6108P-REDWD-PL,197223669968,1
TF,100-F4GC1-T6108P-REDWD-PP,197223669937,1
TF,100-F4GC1-T6108P-REDWD-PS,197223669944,2
TF,100-F4GC1-T6217M-BLACK-XS,197223726043,18
TF,100-F4GC1-T6217M-BLACK-XXS,197223726036,19
TF,100-F4GC1-T6217M-INFTY-M,197223726463,1
TF,100-F4GC1-T6217P-BLACK-PM,197223763888,1
TF,100-F4GC1-T6217P-BLACK-PP,197223763864,13
TF,100-F4GC1-T6217P-BLACK-PS,197223763871,10
TF,100-F4GC1-T6217P-INFTY-PL,197223763994,25
TF,100-F4GC1-T6217P-INFTY-PS,197223763970,19
TF,100-F4GC1-T6236M-BLACK-1X,197223594277,8
TF,100-F4GC1-T6236M-BLACK-XXS,197223594215,2
TF,100-F4GC1-U4274M-BLACK-XS,197223518303,13
TF,100-F4GC1-U4274M-BLACK-XXS,197223518297,8
TF,100-F4GC1-U4274M-DPADR-2X,197223518266,2
TF,100-F4GC1-U4274M-DPADR-L,197223518235,2
TF,100-F4GC1-U4274M-DPADR-M,197223518228,1
TF,100-F4GC1-U4403M-BLACK-3X,197223594598,14
TF,100-F4GC1-U4403M-BLACK-XL,197223594567,13
TF,100-F4GC1-U4403M-DPADR-1X,197223594673,1
TF,100-F4GC1-U4403M-DPADR-M,197223594642,2
TF,100-F4GGR-C2148M-BLACK-XXS,197223595717,1
TF,100-F4GGR-V1257M-BLACK-1X,197223813552,1
TF,100-F4GGR-V1257M-BLACK-L,197223813538,1
TF,100-F4GGR-V1316M-RDPOY-L,197223716419,2
TF,100-F4GGR-V1316M-RDPOY-M,197223716402,2
TF,100-F4GK-T0536M-BLACK-M,713259218088,1
TF,100-F4GK-T6246M-BLACK-1X,197223597476,1
TF,100-F4GK-T6246M-BLACK-3X,197223597490,1
TF,100-F4GK-U2372M-IVORY-1X,197223520276,1
TF,100-F4GK-U2372M-IVORY-3X,197223520290,1
TF,100-F4GK-U2372M-IVORY-M,197223520245,1
TF,100-F4GK-U2372M-IVORY-XS,197223520221,1
TF,100-F4GSI-J5758M-BLACK-1X,197223597971,1
TF,100-F4GSI-J5758M-BLACK-M,197223597940,31
TF,100-F4GSI-J5758M-BLACK-S,197223597933,21
TF,100-F4GSI-J5758M-BLACK-XL,197223597964,19
TF,100-F4GSI-J5758M-BLACK-XS,197223597926,15
TF,100-F4GSI-J5758M-BLACK-XXS,197223597919,26
TF,100-F4GSI-J5758P-BLACK-PL,197223670711,18
TF,100-F4GSI-J5758P-BLACK-PM,197223670704,33
TF,100-F4GSI-J5758P-BLACK-PP,197223670681,18
TF,100-F4GSI-J5758P-BLACK-PS,197223670698,29
TF,100-F4GT1-T5887M-FIR-XXS,197223659211,13
TF,100-F4GT1-T5937M-DOVE-XXS,197223659310,1
TF,100-F4GXC-W6039M-CSCDE-3X,197223478874,5
TF,100-F4GXC-W6039M-WHITE-2X,197223479260,2
TF,100-F4GXC-W6039M-WHITE-3X,197223479277,1
TF,100-F4HMT-T5694M-MOON-S,197223678809,1
TF,100-F4IFF-T6233M-OPAL-2X,197223598787,1
TF,100-F4IZ1-T6005M-CSCDE-XL,197223479444,1
TF,100-F4IZ1-T6005M-WISTR-1X,197223479550,1
TF,100-F4IZ1-T6005M-WISTR-2X,197223479567,11
TF,100-F4JM-K5419M-BLACK-1X,197223651147,2
TF,100-F4JM-K5419M-BLACK-L,197223651123,1
TF,100-F4JM-K5419M-BLACK-M,197223651116,1
TF,100-F4JM-K5419M-BLACK-S,197223651109,2
TF,100-F4JM-K5419M-BLACK-XL,197223651130,1
TF,100-F4JM-W5164M-CLOPE-3X,197223649724,1
TF,100-F4JM-W5164M-DOVE-3X,197223601814,7
TF,100-F4JM-W5164M-DPADR-2X,197223601906,2
TF,100-F4JM-W5164M-DPADR-L,197223601876,1
TF,100-F4JM-W5164M-DPADR-XL,197223601883,1
TF,100-F4JM-W5164M-DPADR-XXS,197223601838,2
TF,100-F4JM-W5164M-RDPOY-1X,197223716631,1
TF,100-F4JM-W5164M-RDPOY-2X,197223716648,1
TF,100-F4JM-W5164M-RDPOY-3X,197223716655,3
TF,100-F4JM-W5164M-RDPOY-XS,197223716587,2
TF,100-F4JM-W5164M-RDPOY-XXS,197223716570,2
TF,100-F4JM-W5164M-SESLT-1X,197223602590,8
TF,100-F4JM-W6150M-REDWD-M,197223603368,3
TF,100-F4JM-W6150M-REDWD-XL,197223603382,1
TF,100-F4JNZ-J2334M-BLACK-L,197223568063,1
TF,100-F4JNZ-P4679M-ALMND-1X,197223603696,35
TF,100-F4JNZ-P4679M-ALMND-XS,197223603641,1
TF,100-F4JNZ-P4679M-BLACK-1X,197223603795,18
TF,100-F4JNZ-P4679M-BLACK-3X,197223603818,1
TF,100-F4JNZ-P4679M-BLACK-L,197223603771,19
TF,100-F4JNZ-P4679M-BLACK-M,197223603764,21
TF,100-F4JNZ-P4679M-BLACK-S,197223603757,34
TF,100-F4JNZ-P4679M-BLACK-XL,197223603788,28
TF,100-F4JNZ-P4679M-BLACK-XXS,197223603733,29
TF,100-F4JNZ-P4679P-ALMND-PL,197223676959,30
TF,100-F4JNZ-P4679P-ALMND-PM,197223676942,17
TF,100-F4JNZ-P4679P-ALMND-PP,197223676928,32
TF,100-F4JNZ-P4679P-BLACK-PP,197223671534,22
TF,100-F4JNZ-P4679P-BLACK-PS,197223671541,20
TF,100-F4JNZ-P4841M-BLACK-M,197223604068,31
TF,100-F4JNZ-P4841M-BLACK-S,197223604051,20
TF,100-F4JNZ-P4841M-BLACK-XL,197223604082,12
TF,100-F4JNZ-P4841M-BLACK-XXS,197223604037,36
TF,100-F4JNZ-P4841M-INK-XS,197223653455,1
TF,100-F4JTI-D5298M-HLTRP-S,197223542698,1
TF,100-F4JUL-P3236M-WHITE-3X,197223480679,3
TF,100-F4JUL-P3236M-WHITE-M,197223480624,1
TF,100-F4KR9-T6172M-EUCLY-1X,197223747420,4
TF,100-F4KR9-T6172M-EUCLY-2X,197223747437,3
TF,100-F4KR9-T6172M-EUCLY-3X,197223747444,3
TF,100-F4KR9-T6172M-EUCLY-L,197223747406,22
TF,100-F4KR9-T6172M-EUCLY-M,197223747390,11
TF,100-F4KR9-T6172M-EUCLY-S,197223747383,4
TF,100-F4KR9-T6172M-EUCLY-XL,197223747413,2
TF,100-F4KR9-T6172M-EUCLY-XS,197223747376,3
TF,100-F4KR9-T6172M-EUCLY-XXS,197223747369,3
TF,100-F4KRR-T6172M-CSCDE-3X,197223490593,3
TF,100-F4KRR-T6172M-OPAL-S,197223604457,1
TF,100-F4KRR-T6172M-OPAL-XS,197223604440,1
TF,100-F4KRR-T6172M-SEAWD-L,197223490654,1
TF,100-F4LZW-J5763M-BLACK-1X,197223605034,10
TF,100-F4LZW-J5763M-BLACK-2X,197223605041,9
TF,100-F4LZW-J5763M-BLACK-3X,197223605058,7
TF,100-F4LZW-J5763M-BLACK-L,197223605010,18
TF,100-F4LZW-J5763M-BLACK-M,197223605003,12
TF,100-F4LZW-J5763M-BLACK-XL,197223605027,19
TF,100-F4MAB-D5318M-CHAR-L,197223605218,1
TF,100-F4MBL-W6159M-CHAR-1X,197223605539,8
TF,100-F4MBL-W6159M-CHAR-2X,197223605546,10
TF,100-F4MBL-W6159M-CHAR-3X,197223605553,11
TF,100-F4MBL-W6159M-CHAR-L,197223605515,23
TF,100-F4MBL-W6159M-CHAR-M,197223605508,21
TF,100-F4MBL-W6159M-CHAR-XL,197223605522,24
TF,100-F4MBL-W6159M-DOVE-1X,197223605638,20
TF,100-F4MBL-W6159M-DOVE-2X,197223605645,11
TF,100-F4MBL-W6159M-DOVE-3X,197223605652,18
TF,100-F4MBL-W6159M-DOVE-L,197223605614,52
TF,100-F4MBL-W6159M-DOVE-M,197223605607,13
TF,100-F4MBL-W6159M-DOVE-XL,197223605621,35
TF,100-F4MBL-W6159M-DOVE-XS,197223605584,1
TF,100-F4MBL-W6159M-SESLT-1X,197223605737,26
TF,100-F4MBL-W6159M-SESLT-2X,197223605744,22
TF,100-F4MBL-W6159M-SESLT-3X,197223605751,16
TF,100-F4MBL-W6159M-SESLT-L,197223605713,59
TF,100-F4MBL-W6159M-SESLT-M,197223605706,64
TF,100-F4MBL-W6159M-SESLT-S,197223605690,25
TF,100-F4MBL-W6159M-SESLT-XL,197223605720,66
TF,100-F4MBL-W6159M-SESLT-XS,197223605683,10
TF,100-F4MBL-W6174M-CHAR-1X,197223635765,24
TF,100-F4MBL-W6174M-CHAR-2X,197223635772,12
TF,100-F4MBL-W6174M-CHAR-3X,197223635789,21
TF,100-F4MBL-W6174M-CHAR-L,197223635741,50
TF,100-F4MBL-W6174M-CHAR-M,197223635734,44
TF,100-F4MBL-W6174M-CHAR-S,197223635727,11
TF,100-F4MBL-W6174M-CHAR-XL,197223635758,57
TF,100-F4MBL-W6174M-CHAR-XS,197223635710,22
TF,100-F4MBL-W6174M-CHAR-XXS,197223635703,30
TF,100-F4MBL-W6174M-SESLT-1X,197223635963,27
TF,100-F4MBL-W6174M-SESLT-2X,197223635970,17
TF,100-F4MBL-W6174M-SESLT-3X,197223635987,16
TF,100-F4MBL-W6174M-SESLT-L,197223635949,68
TF,100-F4MBL-W6174M-SESLT-M,197223635932,55
TF,100-F4MBL-W6174M-SESLT-S,197223635925,20
TF,100-F4MBL-W6174M-SESLT-XL,197223635956,62
TF,100-F4MBL-W6174M-SESLT-XS,197223635918,8
TF,100-F4MPW-A2100M-MPOAT-OS,197223605874,66
TF,100-F4MPW-K5211M-DLFNA-L,197223651925,1
TF,100-F4MPW-K5420M-BISCU-L,197223758532,24
TF,100-F4MPW-K5420M-BISCU-M,197223758525,6
TF,100-F4MPW-K5420M-BISCU-S,197223758518,31
TF,100-F4MPW-K5420M-BISCU-XL,197223758549,9
TF,100-F4MPW-K5420M-BISCU-XS,197223758501,13
TF,100-F4MPW-K5420M-BLACK-1X,197223636069,2
TF,100-F4MPW-K5420M-BLACK-M,197223636038,2
TF,100-F4MPW-K5420M-BLACK-S,197223636021,1
TF,100-F4MPW-K5420M-BLACK-XXS,197223636007,7
TF,100-F4MPW-K5420M-DOVE-M,197223636137,1
TF,100-F4MPW-K5420M-MPOAT-L,197223636342,55
TF,100-F4MPW-K5420M-MPOAT-M,197223636335,64
TF,100-F4MPW-K5420M-MPOAT-S,197223636328,60
TF,100-F4MPW-K5420M-MPOAT-XL,197223636359,33
TF,100-F4MPW-K5420M-MPOAT-XS,197223636311,39
TF,100-F4MPW-K5420P-BISCU-PM,197223764182,14
TF,100-F4MPW-K5420P-BISCU-PP,197223764168,2
TF,100-F4MPW-K5420P-BISCU-PS,197223764175,5
TF,100-F4MPW-K5420P-BLACK-PS,197223672395,1
TF,100-F4MPW-K5420P-MPOAT-PL,197223672517,11
TF,100-F4MPW-K5420P-MPOAT-PM,197223672500,5
TF,100-F4MPW-K5420P-MPOAT-PP,197223672487,2
TF,100-F4MPW-K5420P-MPOAT-PS,197223672494,3
TF,100-F4MPW-W6087M-OPAL-1X,197223546689,2
TF,100-F4MPW-W6087M-OPAL-3X,197223546702,1
TF,100-F4MPW-W6087M-OPAL-M,197223546658,1
TF,100-F4MPW-W6087M-OPAL-XL,197223546672,1
TF,100-F4MPW-W6087M-OPAL-XS,197223546634,1
TF,100-F4MPW-W6087M-RDPOY-2X,197223716938,1
TF,100-F4MPW-W6087M-RDPOY-3X,197223716945,1
TF,100-F4MPW-W6087M-RDPOY-S,197223716884,3
TF,100-F4MPW-W6157M-EUCLY-3X,197223607359,1
TF,100-F4MW-S4411M-CHAR-1X,197223659938,37
TF,100-F4MW-S4411M-CHAR-2X,197223659945,19
TF,100-F4MW-S4411M-CHAR-3X,197223659952,17
TF,100-F4MW-S4411M-CHAR-L,197223659914,1
TF,100-F4MW-S4411M-CHAR-XL,197223659921,50
TF,100-F4NWG-P4698M-DOVE-1X,197223646211,18
TF,100-F4NWG-P4698M-DOVE-2X,197223646228,6
TF,100-F4NWG-P4698M-DOVE-3X,197223646235,2
TF,100-F4NWG-P4698M-DOVE-L,197223646198,37
TF,100-F4NWG-P4698M-DOVE-M,197223646181,38
TF,100-F4NWG-P4698M-DOVE-S,197223646174,1
TF,100-F4NWG-P4698M-DOVE-XL,197223646204,24
TF,100-F4OET-P4664M-BISCU-2X,197223697565,8
TF,100-F4OET-P4664M-BISCU-3X,197223697572,4
TF,100-F4OJ1-T5500M-BLACK-M,197223713234,1
TF,100-F4OUT-W6160M-OPAL-L,197223610113,2
TF,100-F4OUT-W6160M-OPAL-S,197223610090,1
TF,100-F4OVI-P4713M-ALMND-1X,197223610274,1
